Online boarding,Type of Travel,Inflight wifi service,Class,Customer Type,Inflight entertainment,Seat comfort,Checkin service,Cleanliness,Leg room service,Departure/Arrival time convenient,Ease of Online booking,Gate location,On-board service,Food and drink,Inflight service,Baggage handling,Departure Delay in Minutes,satisfaction
0,0,0,1,1,5,5,4,5,1,4,0,4,5,5,3,2,9,1
4,0,2,0,0,4,4,4,4,3,2,2,2,5,4,4,4,7,1
5,0,3,0,0,3,5,5,5,3,3,3,3,3,5,3,3,0,1
4,0,4,1,0,4,4,1,4,3,3,3,3,4,4,4,3,0,1
4,0,3,0,0,4,4,3,4,4,3,3,3,4,5,4,4,0,1
0,1,0,1,0,5,5,5,5,4,5,0,3,4,5,5,5,0,1
5,0,5,0,0,5,4,5,4,5,5,4,5,5,5,5,5,0,1
5,0,3,0,0,5,4,5,4,5,3,3,3,5,2,5,5,0,1
4,0,5,0,0,4,2,4,3,4,5,5,5,4,2,4,4,0,1
5,0,3,0,0,3,4,3,5,4,3,3,3,3,2,3,3,0,1
4,0,1,0,0,5,5,5,5,5,1,1,1,5,5,5,4,0,1
2,1,2,1,0,4,4,1,4,5,5,2,2,2,4,4,3,0,0
4,0,1,0,0,4,4,3,3,4,1,1,1,4,3,4,4,1,1
4,0,2,0,0,4,5,5,4,4,2,2,2,4,3,4,4,22,1
5,0,5,2,0,5,5,3,5,1,3,5,3,5,5,5,5,0,1
4,0,4,1,0,4,4,5,4,5,2,2,2,2,4,3,5,0,1
2,0,1,0,0,2,1,4,2,2,1,1,1,1,2,2,2,5,0
0,1,1,1,0,5,5,4,5,3,5,0,4,3,5,4,4,0,0
4,0,4,0,0,5,4,5,4,5,4,4,4,5,3,5,5,0,1
3,0,2,0,0,2,4,4,2,2,3,3,3,2,4,2,2,73,0
1,1,1,1,0,1,1,4,1,4,4,1,3,4,1,3,4,0,0
2,0,2,0,1,5,2,4,5,3,2,2,5,4,5,4,4,53,0
4,0,3,0,0,4,5,5,3,4,3,3,3,4,4,4,4,0,1
2,1,2,1,0,1,1,1,1,4,2,2,4,1,1,4,4,20,0
4,0,4,0,0,4,4,4,4,2,4,4,4,3,4,5,5,0,1
1,0,2,0,0,4,5,4,3,4,2,2,2,4,5,4,4,0,1
5,0,1,0,0,4,5,5,3,4,1,1,1,4,4,4,4,0,1
5,0,3,0,0,4,5,5,4,4,3,3,3,4,3,4,4,0,1
4,0,5,0,0,4,5,3,5,4,5,5,5,4,2,4,4,54,1
4,0,4,0,0,4,4,3,4,2,4,4,4,5,4,4,5,0,1
2,1,2,1,0,4,4,1,4,1,4,2,5,3,4,2,4,0,0
1,1,1,1,0,5,5,5,5,2,3,1,3,3,5,1,2,22,0
2,1,2,1,0,2,2,3,2,4,1,2,4,2,2,3,4,0,0
1,1,1,1,0,4,4,5,4,3,4,1,4,5,4,5,3,0,0
3,0,2,0,0,3,3,2,2,3,1,3,1,3,1,3,2,0,0
2,1,2,1,0,2,2,4,2,5,4,2,3,3,2,5,5,0,0
2,1,1,1,0,3,2,3,3,1,1,1,3,3,5,3,3,1,0
5,0,1,0,0,5,5,1,5,2,1,1,1,4,5,5,5,0,1
2,1,2,1,0,1,1,3,1,4,5,2,3,5,1,1,4,1,0
5,0,2,0,0,5,4,5,3,5,5,2,2,5,2,5,5,0,1
3,1,3,1,0,4,4,3,4,5,5,3,2,3,4,5,4,3,0
5,0,5,0,0,5,5,3,5,2,5,4,5,5,5,2,1,18,1
5,0,4,2,0,4,3,2,5,4,2,2,2,4,5,4,4,0,1
2,0,3,1,1,1,2,2,2,3,3,3,3,2,3,1,3,199,0
2,1,2,1,0,1,1,4,1,2,2,2,3,4,1,5,4,56,0
5,0,4,0,0,2,5,5,4,2,4,4,4,2,3,2,2,0,1
3,0,2,1,0,2,3,1,4,2,2,2,2,2,4,2,2,3,0
3,0,4,0,0,5,3,4,3,5,4,4,4,5,2,5,5,93,1
3,0,0,1,0,4,4,5,4,5,3,0,3,4,4,5,5,0,1
3,1,2,1,0,1,1,4,1,2,4,3,1,3,1,5,4,70,0
4,0,3,0,0,5,4,5,5,5,5,3,3,5,2,5,5,0,1
1,0,5,0,0,4,3,5,5,4,5,5,5,4,1,4,4,0,1
1,0,1,0,1,3,3,3,3,5,1,1,3,5,3,5,5,3,0
2,0,2,1,1,3,3,5,3,5,2,2,3,3,3,4,5,0,1
4,0,5,0,0,4,4,4,4,4,4,5,5,4,2,4,4,80,1
2,0,1,0,0,1,2,1,4,1,2,2,2,1,5,1,1,12,0
3,0,3,0,1,5,5,3,5,4,5,3,1,4,5,5,5,0,0
3,0,4,0,0,4,4,1,3,4,2,2,2,4,4,4,4,0,0
1,1,1,2,0,1,1,3,1,2,5,1,3,5,1,5,5,0,0
0,0,0,0,1,3,1,5,3,2,0,0,3,4,3,4,4,96,1
4,0,5,0,0,4,5,5,3,3,5,5,5,4,3,4,4,0,1
3,0,2,0,0,5,4,4,5,5,2,2,2,5,4,5,5,0,1
4,0,3,0,0,3,4,3,1,3,3,5,3,3,4,3,3,0,0
2,1,3,1,0,4,5,1,5,3,3,3,3,4,5,4,4,57,0
2,1,2,1,0,3,4,4,3,4,2,2,3,2,3,3,3,0,0
3,1,3,2,0,2,5,3,2,4,2,3,3,2,2,2,3,0,0
4,0,4,2,0,4,4,1,4,5,3,3,3,4,4,3,2,0,1
5,0,3,0,0,5,4,3,5,5,3,3,3,5,3,5,5,0,1
3,0,4,0,0,2,3,1,2,2,4,4,4,2,1,2,4,95,0
4,0,3,0,0,4,3,1,1,4,3,3,3,4,4,4,4,0,1
5,0,1,0,0,5,5,3,5,4,1,1,1,4,5,3,2,0,1
3,0,3,1,1,5,5,4,5,4,2,3,3,4,5,3,2,11,0
2,0,5,0,0,2,2,3,2,3,5,5,5,5,2,1,3,0,1
2,1,2,1,0,1,1,1,1,4,4,2,1,5,1,2,1,27,0
5,0,5,0,0,2,4,3,4,2,5,5,5,2,2,2,2,7,1
4,0,3,1,1,4,4,2,4,1,4,4,3,3,4,3,3,3,0
4,1,2,1,0,2,5,5,3,2,5,2,1,2,3,2,2,29,0
1,0,1,1,1,5,5,2,5,1,0,1,4,5,5,1,3,0,0
3,0,3,1,0,3,2,4,3,2,4,4,4,3,3,4,4,44,0
5,0,2,0,0,5,4,3,5,5,2,2,2,5,4,5,5,35,1
5,0,2,0,0,4,4,3,4,4,2,2,2,4,3,4,4,15,1
3,1,2,1,0,4,5,4,5,2,5,2,3,4,4,4,4,6,0
3,0,3,0,0,3,4,3,4,3,3,3,3,3,5,3,3,60,0
3,0,3,1,0,2,3,3,3,2,2,2,2,1,3,3,4,141,0
3,0,3,1,0,3,3,2,3,3,2,2,2,4,3,3,3,44,0
2,0,1,0,0,2,2,4,2,2,1,1,1,2,5,2,1,44,0
1,1,5,1,1,4,4,2,4,4,1,5,3,4,4,4,4,0,1
5,0,5,0,1,4,4,4,4,5,5,5,5,4,4,4,4,0,1
4,0,4,0,1,5,5,4,5,2,4,4,1,3,5,5,4,16,0
5,0,2,0,0,5,4,5,5,5,2,2,2,5,5,5,5,0,1
4,0,4,0,0,4,4,3,4,3,4,4,4,3,4,5,4,74,1
5,0,1,0,0,5,4,3,3,5,1,1,1,5,2,5,5,1,1
2,0,2,1,1,2,2,3,2,3,2,2,2,4,2,4,5,0,0
5,0,5,0,0,5,4,5,3,5,5,5,5,5,5,5,5,0,1
4,0,5,0,0,4,4,4,4,2,5,5,5,3,4,4,5,0,1
4,1,2,1,0,2,4,3,3,4,5,4,3,2,4,2,2,0,0
3,1,3,1,0,5,4,3,5,4,4,3,5,3,5,5,5,0,0
5,0,5,0,0,5,5,5,5,4,5,5,5,4,5,4,4,172,1
3,0,4,0,0,4,4,1,3,3,1,1,1,4,1,4,4,0,0
5,0,1,0,0,5,4,4,5,5,1,3,1,5,5,5,5,0,1
2,1,2,1,0,1,1,5,1,2,4,2,3,4,1,4,3,0,0
2,0,2,1,0,2,4,1,2,1,2,2,2,1,2,3,3,16,0
4,0,5,0,0,4,4,3,4,5,5,5,5,3,4,5,5,0,1
3,0,3,0,1,3,3,4,3,2,3,3,5,4,3,5,5,0,0
5,0,2,0,0,4,5,5,3,4,2,2,2,4,4,4,4,0,1
4,0,2,0,0,0,4,2,3,1,5,5,5,0,4,0,2,0,0
5,0,4,0,0,4,4,4,3,4,4,4,4,4,3,4,4,0,1
4,1,4,1,0,5,4,3,3,0,4,0,2,5,5,5,5,0,1
2,0,2,1,0,2,2,4,2,5,4,4,4,3,2,3,3,0,0
4,1,4,1,0,1,1,2,1,4,3,4,3,3,1,4,4,0,0
3,0,1,0,0,5,2,1,3,5,1,1,1,5,1,5,5,0,1
2,0,2,0,0,2,2,3,4,2,2,2,2,2,1,2,2,63,0
5,0,4,0,0,4,5,3,3,4,4,4,4,4,3,4,4,0,1
2,0,2,0,0,2,2,2,2,2,2,2,2,2,4,2,2,19,0
1,0,5,0,0,5,1,4,5,5,5,5,5,5,1,5,3,91,1
4,0,4,0,0,3,4,3,3,3,4,4,4,3,4,3,3,6,1
5,0,4,1,0,4,5,4,4,2,5,5,5,3,4,5,5,4,1
4,0,0,0,0,3,5,4,5,3,0,0,3,3,3,3,3,0,1
2,0,3,0,0,4,5,4,3,5,3,4,3,4,2,4,3,0,1
1,0,1,1,1,2,3,4,2,2,0,1,3,4,2,3,5,0,0
4,0,5,0,0,4,5,4,4,4,5,5,5,4,5,4,4,9,1
4,1,4,1,0,1,4,4,4,5,3,4,1,2,4,5,2,175,1
5,0,1,0,0,4,4,4,3,5,1,1,1,4,4,4,4,16,1
3,0,3,1,0,2,2,3,2,5,3,5,3,2,2,2,2,24,0
5,1,3,1,0,2,5,4,3,3,5,3,2,2,5,2,2,27,0
4,0,2,0,0,2,4,4,3,2,5,5,5,2,2,2,2,7,0
5,0,5,0,0,5,4,3,3,5,5,5,5,5,3,5,5,23,1
3,1,3,1,0,1,1,5,1,4,5,3,1,4,1,5,4,11,0
1,1,1,1,0,2,2,4,2,4,4,1,1,3,2,5,4,0,0
3,1,1,2,0,5,4,5,5,2,5,3,3,4,5,4,4,0,0
2,0,2,2,0,2,2,3,2,1,4,4,4,1,2,4,3,16,1
5,0,4,0,0,5,4,5,1,5,4,4,4,5,3,5,5,3,1
2,0,4,0,0,4,2,3,1,4,1,1,1,4,1,4,4,0,0
4,0,4,0,0,4,4,4,3,4,4,2,4,4,3,4,4,0,1
2,0,2,2,0,2,2,2,2,5,5,5,5,3,2,4,4,105,0
3,1,3,1,0,1,1,5,1,1,4,3,1,5,1,1,2,0,0
2,1,2,2,0,2,2,4,2,2,3,2,4,3,2,3,4,0,0
3,1,3,1,0,3,3,4,3,3,3,3,2,5,3,5,3,0,0
4,0,2,2,0,2,4,1,3,2,5,5,5,2,5,2,2,0,0
5,0,4,0,0,5,5,4,5,3,4,4,4,2,5,5,4,0,1
4,0,4,0,0,4,4,4,5,4,4,4,4,4,4,4,4,2,1
4,1,2,0,0,5,4,4,4,2,4,2,2,5,2,2,3,143,0
5,1,4,0,0,4,4,5,5,4,5,4,4,4,3,4,2,48,0
4,1,4,1,0,2,2,4,2,4,4,4,2,5,2,4,5,0,0
1,1,1,1,0,4,4,3,4,5,5,1,3,3,4,4,5,0,0
4,1,3,2,0,4,4,4,4,2,2,3,3,1,3,4,4,0,0
3,1,3,1,0,2,2,3,2,5,5,3,5,3,2,4,4,37,0
3,1,1,1,0,5,4,5,5,1,4,1,3,5,3,5,5,0,0
3,0,3,1,1,1,1,1,1,2,3,3,4,4,1,3,3,0,0
1,0,4,1,0,4,3,5,3,4,4,4,4,4,4,4,4,27,1
4,0,2,0,0,4,4,4,4,1,5,2,2,5,4,2,1,0,1
5,1,3,1,0,4,4,5,3,3,4,3,3,4,3,4,4,0,0
1,1,1,1,0,3,3,3,3,3,5,1,2,5,3,5,5,0,0
1,0,5,1,1,4,1,1,1,5,4,4,1,4,5,3,4,1,1
5,0,5,0,1,2,2,3,2,5,5,5,1,4,2,4,5,3,1
2,0,1,0,0,1,3,2,4,1,2,2,2,1,5,1,1,0,0
4,0,4,0,0,4,5,4,5,4,4,1,4,4,3,4,5,4,1
1,0,1,0,1,3,3,1,3,2,2,1,2,4,3,2,3,0,0
4,0,1,0,0,1,4,1,2,1,1,1,1,1,5,1,1,19,0
3,1,3,1,0,4,3,3,4,3,1,3,4,2,4,3,4,31,0
2,0,2,1,0,2,2,2,2,2,4,4,4,3,2,3,4,0,0
1,0,2,0,0,4,3,3,5,4,2,2,2,4,3,4,4,5,1
4,0,4,1,0,4,3,4,4,4,2,2,2,4,4,3,3,12,0
5,0,2,0,0,4,3,3,3,4,2,5,2,4,4,4,4,0,1
4,0,3,0,0,4,4,4,3,4,3,3,3,4,4,4,4,1,1
1,0,1,1,1,3,3,1,3,1,1,1,4,1,3,3,3,16,0
2,1,2,1,0,1,1,5,1,4,4,2,3,4,1,4,4,1,0
4,1,3,1,0,4,5,4,5,3,4,3,3,4,5,4,2,0,0
2,0,2,1,0,2,2,1,2,1,1,1,1,3,2,3,3,8,0
5,0,1,0,0,3,4,5,3,3,1,5,1,3,3,3,3,0,1
3,1,5,1,0,3,4,2,2,5,2,5,4,3,2,3,3,10,1
3,0,3,1,1,3,3,3,3,5,3,3,4,2,3,4,4,0,0
5,1,4,1,0,1,2,5,5,4,3,4,2,1,1,1,1,2,0
5,0,3,0,0,4,4,3,3,5,5,3,3,4,3,4,4,0,1
5,0,2,0,0,5,5,4,4,5,2,2,2,5,3,5,5,2,1
4,0,4,0,0,4,3,3,3,3,4,4,4,4,4,4,4,47,0
4,0,2,0,0,5,5,3,5,1,2,2,2,2,5,5,5,45,1
2,0,3,1,1,3,3,3,3,1,2,2,3,4,3,3,4,105,0
5,0,2,0,0,5,5,4,5,2,2,2,2,3,5,3,1,101,1
4,0,4,0,1,4,3,4,4,4,4,4,2,3,4,5,5,1,1
5,0,2,0,0,4,5,4,5,4,2,2,2,4,5,4,4,0,1
5,0,5,0,0,5,5,5,4,4,5,5,5,5,4,5,5,9,1
5,0,5,1,0,5,5,4,5,1,2,2,2,4,5,5,1,0,1
5,0,5,0,1,3,4,4,3,3,0,5,1,5,3,5,4,0,1
3,1,3,1,0,4,4,1,4,2,3,3,4,4,4,4,3,27,0
4,0,4,2,0,4,4,4,4,3,2,4,2,4,4,4,2,118,1
4,0,5,0,0,5,4,3,5,5,5,3,5,5,3,5,5,0,1
1,0,3,1,0,3,5,3,1,3,1,1,1,3,1,3,3,0,1
2,1,2,2,0,3,3,3,3,3,5,2,2,5,3,5,5,0,0
5,0,5,0,0,2,4,3,5,2,5,4,5,2,4,2,2,18,1
3,0,3,1,1,3,3,2,3,3,3,3,3,5,3,3,3,0,0
3,0,3,1,1,5,5,4,5,1,3,3,2,1,5,5,1,5,0
4,0,4,0,1,1,1,3,1,3,4,4,4,4,1,5,4,15,0
5,1,1,1,0,4,5,4,3,0,4,0,1,4,4,4,4,0,0
3,0,4,0,0,4,2,4,3,3,4,4,4,4,3,4,4,27,0
3,0,3,0,0,2,4,3,5,2,3,3,3,2,5,2,2,26,1
3,0,3,0,0,2,5,4,4,2,3,3,3,2,4,2,2,0,1
4,1,4,1,0,4,4,4,4,2,4,4,1,5,4,5,1,45,0
3,1,4,1,0,1,1,3,1,4,5,3,1,4,1,1,3,28,0
5,0,3,0,0,4,4,3,3,4,3,3,3,4,3,4,4,0,1
2,1,2,1,0,5,5,5,5,2,4,2,1,3,5,4,5,76,0
2,1,2,1,0,5,5,4,5,3,4,2,3,4,5,4,5,0,0
3,0,2,0,0,5,5,3,3,5,2,2,2,5,5,5,5,0,1
5,0,2,0,0,5,5,4,5,5,2,2,2,5,5,5,5,0,1
2,0,2,0,0,5,2,3,3,5,2,2,2,5,3,5,5,0,1
5,0,5,0,0,4,4,5,4,4,5,5,5,4,3,4,4,0,1
5,0,5,0,0,4,5,5,3,5,5,5,5,4,4,4,4,0,1
5,0,1,0,0,4,5,5,4,4,2,1,1,4,2,4,4,0,1
5,0,4,0,0,5,4,4,5,5,4,4,4,5,3,5,4,0,1
2,0,2,1,1,3,3,3,3,3,2,2,4,3,3,4,3,0,0
3,0,3,1,1,3,3,5,3,3,3,3,3,4,3,4,1,4,0
2,1,2,1,1,2,5,5,2,2,5,2,2,3,2,4,4,3,0
4,1,4,1,0,1,1,2,1,1,1,4,3,3,1,4,3,18,0
2,1,2,1,0,1,1,3,1,4,2,2,3,4,1,4,4,4,0
4,0,2,0,0,5,5,5,3,5,2,2,2,5,5,5,5,0,1
5,1,2,2,0,5,5,5,5,2,0,2,1,5,5,5,5,0,0
4,0,5,0,0,5,5,4,3,5,5,5,5,5,3,5,5,0,1
3,1,3,1,0,1,1,3,1,1,4,3,4,3,1,2,4,13,0
4,0,4,1,1,5,5,3,5,2,2,4,4,4,5,4,3,22,0
2,0,5,0,0,5,1,3,5,5,5,5,5,5,5,5,5,0,1
2,0,5,1,0,5,3,1,2,5,4,4,4,5,1,5,5,0,1
4,0,5,0,0,3,4,4,4,5,5,5,5,5,4,3,5,220,1
4,0,1,0,0,4,4,5,3,5,1,1,1,4,3,4,4,0,1
1,0,1,0,0,1,2,1,2,1,5,1,5,1,1,1,1,18,0
3,1,3,1,0,5,5,1,5,1,5,3,2,3,5,5,5,0,0
2,0,2,0,1,5,5,4,5,5,2,2,2,4,5,4,5,0,0
1,0,4,2,0,3,4,4,4,4,5,5,5,1,4,2,3,141,0
0,0,0,1,0,3,3,3,3,2,3,0,4,5,3,4,3,1,1
4,0,1,0,0,5,1,5,4,5,1,1,1,5,3,5,5,0,1
5,0,2,0,0,5,5,4,5,5,2,2,2,5,4,5,5,9,1
1,0,1,1,1,2,2,3,2,3,1,1,4,2,2,3,3,0,0
1,0,2,0,1,2,2,4,2,3,1,1,3,5,2,4,5,0,0
5,0,2,0,0,5,4,4,3,5,2,4,2,5,4,5,5,33,1
5,0,5,1,0,5,5,5,5,1,1,1,1,2,5,5,2,0,1
4,1,4,1,0,3,5,5,2,4,3,4,3,3,4,3,3,0,0
3,1,3,1,0,3,3,5,3,1,5,3,4,4,3,3,3,18,0
2,1,3,1,0,3,5,4,5,4,5,4,4,3,1,3,1,0,0
4,0,2,1,1,3,4,4,4,2,1,1,4,5,2,2,4,0,0
3,1,3,1,0,3,3,3,3,4,5,3,1,3,3,5,4,55,0
4,0,4,2,0,4,4,4,4,1,4,5,5,2,4,4,1,0,1
3,1,3,1,0,2,2,3,2,3,5,3,5,3,2,4,4,11,0
4,1,3,2,0,2,2,4,2,1,3,4,4,2,2,4,4,0,0
1,0,2,1,1,3,4,4,4,3,2,2,3,3,2,2,4,232,0
4,0,4,0,1,4,4,4,4,3,4,4,3,5,4,4,5,0,0
0,1,0,1,0,5,5,3,5,3,5,0,4,5,5,4,5,0,1
2,0,2,1,1,3,3,2,3,2,2,2,4,2,3,3,3,0,0
4,0,2,0,0,4,4,5,4,3,2,2,2,5,4,5,4,46,1
4,1,4,1,0,3,3,5,3,2,5,4,4,4,3,4,5,0,1
5,0,5,0,0,5,5,3,5,4,5,5,5,3,5,5,4,0,1
5,0,4,0,0,3,5,5,5,4,4,4,4,5,5,3,5,170,1
4,0,3,0,0,3,3,3,1,3,1,1,1,3,4,3,3,0,0
4,0,4,1,1,4,4,4,4,5,3,4,4,4,4,4,4,15,0
0,0,0,0,1,5,5,5,5,4,4,0,4,4,5,5,5,0,1
3,0,3,1,1,3,3,1,3,3,0,3,2,1,3,5,4,17,0
5,1,0,1,0,3,5,5,5,5,5,0,1,4,0,5,5,0,1
5,0,3,0,0,5,5,4,4,5,3,2,3,5,4,5,5,0,1
3,0,3,0,1,2,2,3,2,1,3,3,4,1,2,4,4,0,0
2,0,1,0,0,1,1,4,1,2,2,5,2,2,1,4,3,25,0
5,0,3,0,0,4,5,5,5,5,2,3,3,2,5,5,4,173,1
4,0,4,2,0,4,1,4,1,4,5,5,5,4,5,4,4,38,1
3,0,3,1,1,1,1,2,1,5,3,3,4,3,1,4,3,0,0
3,0,3,0,1,2,2,3,2,2,3,3,3,5,2,4,4,0,0
5,0,3,0,0,4,4,5,3,4,3,5,3,4,5,4,4,0,1
4,0,4,1,1,1,1,1,1,4,2,4,4,2,1,4,3,52,0
4,0,1,0,0,4,4,3,4,4,1,1,1,3,4,5,5,0,1
1,0,3,0,0,4,1,2,1,4,3,3,3,4,5,4,4,124,1
5,0,1,0,0,4,5,3,3,4,1,1,1,4,4,4,4,0,1
4,0,1,0,0,4,5,5,3,4,1,1,1,4,2,4,4,7,1
5,0,5,0,1,4,2,3,4,5,0,5,3,3,4,5,5,0,1
5,0,1,0,0,5,5,5,5,4,1,1,1,4,5,5,5,0,1
5,0,0,0,0,1,5,4,4,1,0,0,3,1,3,1,1,0,1
5,0,4,0,0,4,5,3,4,4,3,4,4,4,5,4,4,0,1
4,1,3,1,0,4,4,5,4,3,5,4,2,5,4,4,4,0,0
3,0,1,0,0,4,3,3,3,4,3,3,3,4,5,4,1,27,0
4,0,4,0,0,4,4,3,2,4,4,4,4,4,4,4,4,0,0
0,1,0,1,0,1,1,5,1,1,5,0,2,5,1,1,3,0,1
4,0,4,0,1,3,3,5,3,5,4,4,3,2,3,1,5,0,1
4,1,4,2,0,5,5,4,5,3,4,4,4,4,5,4,5,30,0
2,0,2,1,0,2,3,2,2,2,3,3,3,2,1,2,2,5,0
1,0,1,1,0,1,1,2,1,2,1,1,1,4,1,4,4,93,0
4,0,4,0,0,4,4,3,3,4,4,4,4,4,3,4,4,0,1
5,0,3,0,0,5,5,4,5,4,3,3,3,5,5,5,5,0,1
5,1,5,1,0,1,1,3,1,2,5,5,2,1,1,5,5,0,1
3,0,3,1,0,3,3,3,3,2,1,1,1,2,3,3,2,0,0
4,1,4,1,0,3,3,4,2,4,3,4,3,3,2,3,5,0,0
1,1,2,1,0,4,2,2,2,4,4,2,4,2,2,5,4,0,0
3,1,2,1,0,3,5,5,5,4,4,2,4,3,2,4,5,0,0
3,1,3,1,0,2,2,5,2,3,5,3,4,5,2,4,5,112,0
2,1,2,2,0,1,5,3,1,4,0,2,4,5,1,5,5,12,0
5,0,5,0,0,5,5,4,5,3,5,5,5,1,5,1,3,40,1
5,0,5,1,1,2,2,4,2,3,5,5,3,4,2,4,3,3,1
5,0,3,0,0,3,5,4,3,3,3,3,3,3,2,3,3,0,1
5,0,2,0,0,4,4,4,3,4,2,2,2,4,2,4,4,94,1
2,1,2,1,0,5,5,4,5,3,5,2,1,4,5,4,4,0,0
4,0,4,0,0,4,4,5,5,4,4,4,4,4,4,4,4,0,1
4,0,4,0,1,2,2,5,2,3,4,4,4,5,2,4,4,0,1
2,1,2,1,0,4,4,1,4,5,4,2,4,2,4,3,3,0,0
4,0,4,1,1,3,3,4,3,5,4,4,3,2,3,1,3,0,1
4,0,5,2,0,5,5,4,5,1,1,1,1,1,5,3,3,0,1
2,1,2,1,0,4,4,3,4,3,4,2,2,1,4,5,5,0,0
2,0,1,2,0,1,1,3,1,1,5,4,4,3,1,4,3,0,0
2,0,2,1,1,4,2,4,4,3,0,2,4,4,4,1,5,0,0
2,1,2,2,0,4,4,1,4,3,1,2,2,4,4,2,2,6,0
5,0,5,0,1,2,2,4,2,5,3,5,3,5,2,4,5,0,1
4,1,5,0,0,5,4,4,4,4,4,5,3,5,5,4,5,243,1
4,0,4,0,0,4,4,3,3,4,4,4,4,4,5,4,4,0,1
4,1,1,1,0,2,2,1,4,1,3,1,3,2,3,2,2,0,0
5,0,3,0,0,2,4,3,4,2,3,2,3,2,2,2,2,0,1
3,0,2,0,0,2,3,4,3,2,3,5,3,2,5,2,2,0,0
4,0,4,1,0,4,1,1,4,3,2,2,2,2,4,2,1,0,0
3,0,2,0,0,2,4,1,3,2,4,1,4,2,2,2,2,44,0
4,0,2,0,0,4,4,5,5,4,2,2,2,4,3,4,4,0,1
2,0,2,1,0,2,2,4,2,2,5,5,5,4,2,4,4,7,0
1,0,4,0,0,4,2,2,2,4,4,4,4,4,4,4,4,128,0
4,0,4,0,0,5,5,4,5,5,4,4,4,5,5,5,5,0,1
4,1,3,1,0,5,3,3,5,3,4,4,3,4,5,5,4,24,0
3,0,4,0,1,4,4,5,4,2,3,3,2,5,4,4,5,0,1
3,0,3,0,1,4,1,4,4,4,3,3,1,3,4,5,5,0,0
3,1,3,1,0,5,5,1,5,4,5,3,5,2,5,4,4,0,0
4,0,3,0,0,5,4,3,3,5,3,3,3,5,5,5,5,2,1
2,0,5,1,0,5,2,1,4,5,1,1,1,5,5,5,5,0,1
4,0,1,0,0,5,5,5,3,5,1,1,1,5,3,5,5,16,1
5,0,4,0,0,5,5,4,4,5,4,4,4,5,5,5,5,0,1
2,0,2,1,0,2,2,1,2,2,3,3,3,1,2,3,4,0,0
1,0,1,0,0,1,1,1,1,1,5,5,5,2,1,3,3,24,0
4,0,4,0,1,2,2,4,2,5,4,4,1,4,2,5,5,15,1
3,1,2,1,0,5,5,2,5,5,3,3,4,3,5,3,3,0,0
5,0,5,0,1,1,1,5,1,5,5,5,3,4,1,4,4,11,1
3,0,4,1,1,1,4,2,1,1,1,3,3,4,1,3,3,83,0
4,0,4,1,0,4,4,2,4,3,1,1,1,3,4,3,1,0,1
2,1,3,1,0,4,4,4,4,5,5,2,3,3,4,5,5,25,0
4,0,2,0,0,5,4,5,5,5,3,2,2,5,5,5,5,0,1
3,1,3,1,0,2,2,3,2,3,4,3,2,3,2,5,4,0,0
3,1,4,2,0,4,4,2,4,1,4,3,3,5,4,1,3,92,0
4,0,4,1,1,5,5,3,5,3,4,4,3,3,5,5,4,18,0
5,0,1,0,0,5,5,1,5,3,1,5,1,3,5,3,3,0,1
1,0,1,1,0,1,1,2,1,4,4,4,4,1,1,4,4,18,0
1,1,1,2,0,2,5,3,2,2,5,1,1,3,2,4,4,49,0
4,0,4,0,0,4,5,3,4,5,4,4,4,4,3,4,4,7,1
3,0,3,1,1,3,3,4,3,5,3,3,4,4,3,4,4,0,0
1,0,2,0,1,4,3,4,4,5,5,1,3,4,4,4,5,0,0
1,0,1,0,1,4,4,4,4,4,1,1,1,1,4,5,4,0,0
2,1,2,1,0,3,2,2,2,4,3,2,3,3,2,3,4,270,0
2,0,2,2,0,2,2,4,2,3,1,4,1,1,2,3,3,49,0
5,0,3,0,0,4,4,4,4,2,3,3,3,3,4,4,4,17,1
3,1,3,1,0,3,3,4,3,5,4,3,3,4,3,4,4,0,0
5,0,1,0,0,5,4,4,4,5,1,1,1,5,5,5,5,0,1
5,1,5,1,1,4,4,3,4,4,4,5,3,5,4,4,4,4,1
4,0,2,0,0,5,5,1,5,5,2,2,2,2,5,3,2,9,1
2,0,1,0,0,3,2,4,1,3,3,3,3,3,1,3,1,0,0
4,1,3,1,0,2,5,3,5,3,5,3,4,2,2,2,5,37,0
1,0,1,0,0,1,1,1,1,1,3,3,3,4,1,4,4,2,0
2,0,0,0,0,3,5,1,4,3,0,0,1,3,2,3,3,0,1
2,1,2,1,0,2,2,4,2,1,2,2,4,2,2,4,3,6,0
5,0,2,0,0,4,5,5,5,4,2,2,2,4,5,4,4,10,1
3,0,3,1,1,1,1,1,1,2,3,3,3,3,1,3,4,0,0
5,0,0,0,0,5,5,4,5,2,0,0,1,3,5,5,5,90,1
4,1,4,2,0,5,5,4,5,2,4,4,4,3,5,5,4,0,0
4,0,1,1,0,2,3,3,1,1,5,5,5,2,2,2,2,0,0
4,0,4,0,0,4,4,4,4,4,4,4,4,4,2,4,4,0,1
1,0,2,2,0,2,1,3,1,2,1,1,1,2,4,2,2,28,0
4,0,4,1,0,4,4,4,4,2,1,2,2,3,4,5,4,0,1
4,1,4,1,0,2,3,4,2,4,3,4,3,2,2,3,3,110,0
1,0,1,1,1,4,4,2,4,2,1,1,1,4,4,2,2,0,0
