,Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
6866,6866,55271,Female,Loyal Customer,47,Business travel,Business,2007,5,5,5,5,4,5,4,5,5,5,5,3,5,3,10,10.0,satisfied
44485,44485,8847,Male,disloyal Customer,25,Business travel,Eco,1371,3,3,3,3,4,3,4,4,1,2,4,1,3,4,0,0.0,neutral or dissatisfied
86094,86094,100491,Female,disloyal Customer,29,Business travel,Eco,580,3,4,2,3,1,2,1,1,4,5,3,2,4,1,23,23.0,neutral or dissatisfied
12901,12901,56913,Male,Loyal Customer,33,Business travel,Business,2565,4,5,5,5,4,4,4,1,5,1,3,4,3,4,35,31.0,neutral or dissatisfied
43567,43567,58216,Female,Loyal Customer,69,Personal Travel,Eco,925,2,5,2,3,2,5,4,5,5,2,5,4,5,5,0,0.0,neutral or dissatisfied
7076,7076,54560,Female,Loyal Customer,31,Business travel,Eco Plus,925,4,4,4,4,5,5,5,5,2,4,2,4,4,5,5,0.0,satisfied
39428,39428,26254,Male,Loyal Customer,44,Business travel,Eco Plus,515,1,5,5,5,1,1,1,1,2,4,2,4,1,1,0,8.0,neutral or dissatisfied
35373,35373,122530,Female,Loyal Customer,50,Business travel,Business,500,2,2,2,2,5,5,5,4,4,4,4,3,4,5,0,0.0,satisfied
5557,5557,71361,Male,Loyal Customer,38,Business travel,Business,2554,1,1,1,1,3,4,4,5,5,5,5,5,5,5,0,0.0,satisfied
69161,69161,100258,Male,Loyal Customer,28,Business travel,Business,3477,2,2,5,2,5,5,5,5,5,5,4,4,5,5,0,6.0,satisfied
84402,84402,24620,Female,Loyal Customer,60,Business travel,Business,3335,1,5,5,5,3,3,4,1,1,1,1,2,1,3,0,0.0,neutral or dissatisfied
18368,18368,116725,Male,Loyal Customer,56,Business travel,Eco Plus,417,4,1,1,1,4,4,4,4,1,1,4,2,1,4,0,0.0,satisfied
96832,96832,5582,Female,Loyal Customer,51,Business travel,Eco Plus,501,3,1,5,5,3,4,3,2,2,3,2,3,2,2,0,0.0,neutral or dissatisfied
11951,11951,105612,Female,Loyal Customer,47,Personal Travel,Business,925,2,5,2,2,4,4,4,5,5,2,5,3,5,4,13,0.0,neutral or dissatisfied
40277,40277,6967,Male,Loyal Customer,34,Business travel,Business,3604,2,2,4,2,5,5,5,4,4,4,4,5,4,5,86,85.0,satisfied
37415,37415,112497,Female,Loyal Customer,41,Personal Travel,Eco,909,2,4,2,2,4,2,4,4,3,4,4,4,4,4,1,12.0,neutral or dissatisfied
94839,94839,28471,Male,Loyal Customer,27,Business travel,Business,1721,5,5,5,5,5,5,5,5,3,2,4,2,2,5,0,0.0,satisfied
17757,17757,97929,Male,Loyal Customer,34,Business travel,Business,3531,1,1,1,1,3,3,3,1,1,1,1,2,1,3,0,0.0,neutral or dissatisfied
80156,80156,113453,Female,Loyal Customer,60,Business travel,Business,414,3,1,3,3,2,4,4,3,3,4,3,4,3,4,0,0.0,satisfied
8629,8629,123429,Female,Loyal Customer,26,Business travel,Business,2125,4,5,4,5,4,4,4,4,2,4,2,1,3,4,0,0.0,neutral or dissatisfied
43182,43182,76628,Female,Loyal Customer,56,Business travel,Eco,147,4,2,2,2,5,1,3,4,4,4,4,3,4,3,0,0.0,satisfied
16085,16085,101153,Female,disloyal Customer,38,Business travel,Eco,1069,1,1,1,2,5,1,5,5,1,1,1,2,2,5,8,0.0,neutral or dissatisfied
27367,27367,83538,Female,Loyal Customer,52,Business travel,Business,1847,5,5,2,5,5,5,5,4,4,4,4,3,4,4,4,0.0,satisfied
48138,48138,119474,Male,disloyal Customer,47,Business travel,Business,857,2,2,2,5,5,2,5,5,3,4,5,3,5,5,0,0.0,neutral or dissatisfied
28096,28096,6200,Female,Loyal Customer,30,Personal Travel,Eco Plus,409,2,5,2,1,2,2,2,2,5,3,5,4,5,2,0,0.0,neutral or dissatisfied
101821,101821,40297,Female,Loyal Customer,47,Personal Travel,Eco,436,3,5,3,1,4,5,4,4,4,3,3,5,4,5,0,0.0,neutral or dissatisfied
45366,45366,58008,Female,disloyal Customer,20,Business travel,Eco,1162,2,2,2,2,3,2,2,3,3,3,1,1,2,3,15,8.0,neutral or dissatisfied
53355,53355,33729,Female,Loyal Customer,54,Personal Travel,Eco,759,3,4,3,4,5,4,4,1,1,3,1,4,1,1,0,0.0,neutral or dissatisfied
71022,71022,37529,Female,Loyal Customer,28,Business travel,Business,2164,2,2,2,2,5,5,5,5,1,1,5,2,4,5,0,0.0,satisfied
69970,69970,48516,Male,Loyal Customer,45,Business travel,Business,1944,3,1,5,1,4,2,3,3,3,4,3,4,3,4,0,0.0,neutral or dissatisfied
68964,68964,13087,Female,Loyal Customer,33,Business travel,Business,3724,3,3,3,3,4,1,2,2,2,2,2,2,2,3,0,0.0,satisfied
28847,28847,102762,Male,Loyal Customer,50,Business travel,Business,1618,4,1,4,4,5,4,5,4,4,4,4,5,4,5,19,12.0,satisfied
42798,42798,56087,Male,Loyal Customer,8,Business travel,Eco Plus,2586,2,5,5,5,2,2,2,1,1,2,4,2,3,2,39,5.0,neutral or dissatisfied
94687,94687,103712,Female,Loyal Customer,41,Personal Travel,Eco,405,3,5,3,1,4,3,4,4,5,1,4,5,1,4,0,0.0,neutral or dissatisfied
98999,98999,13470,Female,Loyal Customer,19,Personal Travel,Eco,409,2,4,1,4,4,1,4,4,4,3,3,1,4,4,6,6.0,neutral or dissatisfied
59701,59701,128116,Male,Loyal Customer,28,Business travel,Business,1587,1,1,2,1,4,4,4,4,5,4,4,3,4,4,4,1.0,satisfied
91416,91416,97532,Female,disloyal Customer,70,Business travel,Business,439,1,0,0,3,1,1,1,1,4,2,4,3,5,1,24,21.0,neutral or dissatisfied
90782,90782,125390,Female,disloyal Customer,22,Business travel,Eco,761,3,3,3,4,3,3,3,3,2,5,3,2,3,3,12,57.0,neutral or dissatisfied
60353,60353,9890,Male,disloyal Customer,38,Business travel,Business,508,1,0,0,4,5,0,5,5,3,4,5,5,4,5,17,28.0,neutral or dissatisfied
85038,85038,99928,Female,Loyal Customer,43,Business travel,Business,3524,2,2,2,2,3,4,3,2,2,2,2,4,2,3,9,0.0,neutral or dissatisfied
3992,3992,128098,Female,Loyal Customer,46,Personal Travel,Eco,2917,3,2,3,4,3,5,5,3,3,4,3,5,2,5,3,11.0,neutral or dissatisfied
12129,12129,80534,Male,Loyal Customer,29,Personal Travel,Eco,1678,1,5,1,1,3,1,3,3,2,3,2,1,2,3,33,24.0,neutral or dissatisfied
78884,78884,44390,Male,disloyal Customer,44,Business travel,Business,265,4,4,4,4,4,4,4,4,1,2,5,5,1,4,24,59.0,neutral or dissatisfied
4349,4349,46091,Male,Loyal Customer,19,Personal Travel,Eco,495,1,5,1,3,3,1,3,3,4,3,4,5,4,3,5,33.0,neutral or dissatisfied
94107,94107,121704,Male,disloyal Customer,38,Business travel,Business,683,4,4,4,3,1,4,1,1,5,5,4,5,5,1,0,0.0,satisfied
13316,13316,17026,Male,Loyal Customer,56,Personal Travel,Eco,781,3,3,3,3,2,3,2,2,2,1,3,1,1,2,0,0.0,neutral or dissatisfied
61431,61431,113014,Male,Loyal Customer,42,Business travel,Business,1797,2,2,2,2,4,4,5,5,5,5,5,5,5,3,10,0.0,satisfied
603,603,126263,Male,disloyal Customer,37,Business travel,Eco,107,2,2,2,3,2,1,4,3,3,3,4,4,2,4,232,241.0,neutral or dissatisfied
16618,16618,110569,Female,Loyal Customer,49,Business travel,Business,2815,4,4,4,4,4,4,4,4,4,4,4,5,4,5,24,18.0,satisfied
9151,9151,209,Female,Loyal Customer,69,Business travel,Business,290,2,2,3,2,1,4,2,4,4,4,4,5,4,5,0,0.0,satisfied
64326,64326,88999,Male,Loyal Customer,61,Personal Travel,Eco Plus,1199,2,5,2,1,2,2,2,2,3,4,1,1,2,2,4,31.0,neutral or dissatisfied
10198,10198,4953,Female,Loyal Customer,48,Business travel,Business,931,4,4,4,4,2,4,4,4,4,4,4,5,4,4,0,0.0,satisfied
102672,102672,82930,Female,disloyal Customer,24,Business travel,Eco,594,0,0,0,4,3,0,3,3,3,2,4,5,5,3,53,52.0,satisfied
101936,101936,85646,Male,Loyal Customer,44,Business travel,Business,3100,0,4,1,5,5,4,5,2,2,2,2,5,2,5,0,0.0,satisfied
84015,84015,86652,Female,Loyal Customer,10,Personal Travel,Eco,746,2,5,2,2,1,2,1,1,3,4,5,4,5,1,0,0.0,neutral or dissatisfied
58854,58854,125967,Male,disloyal Customer,41,Business travel,Business,328,3,4,4,3,3,4,5,3,5,5,4,5,4,5,206,208.0,satisfied
20081,20081,26939,Male,Loyal Customer,14,Personal Travel,Eco,2378,2,5,2,2,2,2,2,2,4,4,4,5,4,2,30,40.0,neutral or dissatisfied
38364,38364,32275,Male,disloyal Customer,39,Business travel,Business,216,4,4,4,1,3,4,3,3,2,5,3,5,3,3,0,7.0,satisfied
48187,48187,93151,Male,Loyal Customer,32,Business travel,Business,2768,4,1,1,1,4,3,4,4,4,4,4,3,3,4,45,30.0,neutral or dissatisfied
27204,27204,12710,Female,Loyal Customer,33,Business travel,Business,3613,2,3,3,3,4,4,3,2,2,2,2,4,2,2,0,1.0,neutral or dissatisfied
24714,24714,61307,Female,Loyal Customer,37,Personal Travel,Eco,862,2,4,2,4,1,2,1,1,5,5,4,3,5,1,4,0.0,neutral or dissatisfied
40977,40977,31153,Female,disloyal Customer,27,Business travel,Eco,495,1,1,1,4,4,1,4,4,1,1,4,4,3,4,0,0.0,neutral or dissatisfied
92458,92458,45353,Male,Loyal Customer,9,Personal Travel,Eco,150,2,1,0,3,4,0,4,4,1,5,4,3,4,4,0,0.0,neutral or dissatisfied
78361,78361,65665,Male,Loyal Customer,42,Business travel,Business,3860,5,5,5,5,2,4,5,3,3,4,3,5,3,4,42,46.0,satisfied
67862,67862,108,Male,Loyal Customer,43,Business travel,Business,562,4,3,3,3,1,4,3,4,4,4,4,2,4,1,45,51.0,neutral or dissatisfied
9048,9048,34174,Male,Loyal Customer,52,Business travel,Eco,1063,2,1,1,1,2,2,2,2,1,1,3,1,3,2,24,18.0,neutral or dissatisfied
83525,83525,71823,Female,disloyal Customer,28,Business travel,Business,1007,5,5,5,1,5,5,5,5,4,2,3,5,4,5,0,0.0,satisfied
78824,78824,8861,Male,Loyal Customer,47,Business travel,Business,539,5,5,5,5,2,4,4,3,3,3,3,4,3,5,8,2.0,satisfied
9732,9732,9146,Female,disloyal Customer,23,Business travel,Eco,227,4,4,4,3,2,4,2,2,5,3,5,4,5,2,92,86.0,satisfied
88072,88072,2761,Male,Loyal Customer,44,Personal Travel,Eco Plus,772,4,4,4,3,2,4,2,2,2,5,1,2,1,2,0,0.0,neutral or dissatisfied
86690,86690,13623,Female,Loyal Customer,22,Business travel,Business,1969,1,1,1,1,4,4,4,4,1,3,4,5,4,4,0,0.0,satisfied
63026,63026,19308,Female,Loyal Customer,14,Personal Travel,Eco Plus,299,3,4,3,3,3,3,3,3,3,3,5,3,5,3,0,0.0,neutral or dissatisfied
3198,3198,115678,Female,Loyal Customer,74,Business travel,Business,3231,1,1,1,1,1,4,3,1,1,1,1,3,1,4,25,5.0,neutral or dissatisfied
33926,33926,102469,Female,Loyal Customer,22,Personal Travel,Eco,414,1,0,1,5,2,1,2,2,4,2,3,4,4,2,5,0.0,neutral or dissatisfied
78297,78297,111587,Female,Loyal Customer,48,Personal Travel,Eco,883,4,3,4,3,3,3,3,4,4,4,4,4,4,4,0,0.0,satisfied
79261,79261,82519,Male,Loyal Customer,53,Business travel,Business,1749,2,2,2,2,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
98881,98881,73079,Female,Loyal Customer,27,Business travel,Business,3810,1,1,1,1,5,5,5,5,5,3,4,4,4,5,37,67.0,satisfied
64125,64125,87494,Male,Loyal Customer,19,Business travel,Business,2206,3,3,3,3,3,3,3,3,3,4,3,2,4,3,81,72.0,neutral or dissatisfied
39136,39136,4271,Male,disloyal Customer,25,Business travel,Business,502,3,4,3,1,5,3,5,5,5,4,4,5,5,5,0,0.0,neutral or dissatisfied
62576,62576,47149,Female,disloyal Customer,34,Business travel,Eco,679,1,1,1,2,4,1,4,4,5,5,2,4,5,4,6,0.0,neutral or dissatisfied
11125,11125,28409,Female,disloyal Customer,29,Business travel,Eco Plus,1489,2,2,2,4,4,2,4,4,3,1,3,2,3,4,0,47.0,neutral or dissatisfied
41620,41620,103387,Female,Loyal Customer,38,Business travel,Business,2541,1,1,1,1,4,4,4,4,4,4,4,5,4,5,1,0.0,satisfied
98810,98810,94203,Male,Loyal Customer,26,Business travel,Business,2604,4,4,5,4,3,3,3,3,4,4,5,4,4,3,64,57.0,satisfied
11965,11965,105158,Male,Loyal Customer,23,Business travel,Eco,289,1,3,3,3,1,1,4,1,2,3,4,4,4,1,81,81.0,neutral or dissatisfied
51479,51479,125524,Female,Loyal Customer,46,Business travel,Business,226,0,0,0,2,3,5,5,5,5,5,5,3,5,5,36,33.0,satisfied
69349,69349,122126,Male,Loyal Customer,48,Personal Travel,Eco Plus,130,1,0,1,1,5,1,5,5,3,3,3,4,4,5,0,0.0,neutral or dissatisfied
25682,25682,116028,Male,Loyal Customer,52,Personal Travel,Eco,308,2,4,2,3,1,2,1,1,3,2,3,3,4,1,54,40.0,neutral or dissatisfied
10419,10419,112025,Female,Loyal Customer,41,Business travel,Business,1573,5,5,5,5,4,5,4,5,5,5,5,3,5,4,0,0.0,satisfied
48645,48645,122928,Female,Loyal Customer,40,Business travel,Business,3464,1,1,1,1,4,4,5,4,4,4,4,4,4,3,5,8.0,satisfied
102307,102307,43981,Male,Loyal Customer,22,Personal Travel,Eco,411,4,5,4,2,2,4,2,2,3,5,1,2,3,2,0,0.0,neutral or dissatisfied
14349,14349,27470,Female,Loyal Customer,49,Business travel,Business,954,3,5,5,5,1,2,3,3,3,3,3,3,3,1,0,0.0,neutral or dissatisfied
89729,89729,107305,Male,Loyal Customer,68,Personal Travel,Eco,307,2,5,2,2,4,2,4,4,4,5,5,5,5,4,0,0.0,neutral or dissatisfied
71494,71494,33586,Female,Loyal Customer,40,Business travel,Eco,399,5,4,4,4,5,5,5,5,2,2,5,1,5,5,0,0.0,satisfied
35818,35818,19672,Female,Loyal Customer,44,Personal Travel,Business,475,3,2,3,3,1,4,4,1,1,3,1,2,1,3,0,0.0,neutral or dissatisfied
88683,88683,1938,Male,Loyal Customer,51,Business travel,Business,190,4,4,4,4,3,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
88540,88540,12638,Male,disloyal Customer,25,Business travel,Eco,844,2,2,2,2,3,2,3,3,2,4,1,3,4,3,16,2.0,neutral or dissatisfied
63411,63411,108527,Female,Loyal Customer,42,Business travel,Eco,649,2,4,4,4,4,3,4,2,2,2,2,2,2,1,0,0.0,neutral or dissatisfied
46966,46966,63160,Female,Loyal Customer,44,Business travel,Business,1860,1,1,1,1,3,5,4,4,4,4,4,4,4,4,0,9.0,satisfied
58632,58632,36358,Female,Loyal Customer,34,Business travel,Business,2602,2,2,4,2,2,1,2,5,5,4,4,2,5,4,0,0.0,satisfied
95055,95055,80933,Male,Loyal Customer,35,Personal Travel,Eco,341,3,4,3,4,3,3,3,3,4,3,4,3,5,3,58,65.0,neutral or dissatisfied
73773,73773,23651,Male,Loyal Customer,17,Personal Travel,Business,212,5,4,5,5,2,5,2,2,3,3,5,4,4,2,0,0.0,satisfied
46228,46228,88110,Female,Loyal Customer,49,Business travel,Business,271,0,0,0,4,5,5,4,1,1,1,1,5,1,5,44,42.0,satisfied
22123,22123,19760,Male,Loyal Customer,30,Personal Travel,Eco,462,4,5,5,4,4,5,4,4,3,2,5,3,4,4,0,0.0,neutral or dissatisfied
35170,35170,16544,Female,Loyal Customer,12,Personal Travel,Eco,1134,3,4,3,3,5,3,5,5,3,4,4,5,5,5,9,11.0,neutral or dissatisfied
63862,63862,58252,Female,disloyal Customer,39,Business travel,Business,925,3,3,3,4,2,3,2,2,1,5,4,2,4,2,0,0.0,neutral or dissatisfied
40202,40202,104525,Male,disloyal Customer,29,Business travel,Business,1256,0,0,0,4,1,0,1,1,5,5,4,5,5,1,6,0.0,satisfied
3693,3693,54071,Female,Loyal Customer,52,Business travel,Business,1416,4,4,4,4,5,4,4,4,4,4,4,3,4,1,0,0.0,neutral or dissatisfied
6990,6990,120471,Female,Loyal Customer,54,Personal Travel,Eco,366,1,3,1,4,1,4,1,4,4,1,4,2,4,2,11,0.0,neutral or dissatisfied
77100,77100,65708,Male,disloyal Customer,34,Business travel,Business,936,1,1,1,1,2,1,2,2,5,5,5,5,5,2,39,22.0,neutral or dissatisfied
99686,99686,18640,Female,Loyal Customer,42,Personal Travel,Eco,262,1,5,1,4,3,3,4,1,1,1,1,5,1,5,0,0.0,neutral or dissatisfied
42972,42972,10225,Male,Loyal Customer,47,Business travel,Business,308,4,4,4,4,5,4,4,5,5,5,5,4,5,3,10,20.0,satisfied
54920,54920,93796,Male,Loyal Customer,52,Business travel,Business,1709,3,4,3,3,5,4,4,4,4,4,4,4,4,5,6,5.0,satisfied
82558,82558,4443,Female,Loyal Customer,48,Personal Travel,Eco,762,1,5,1,2,2,5,3,5,5,1,5,2,5,5,15,31.0,neutral or dissatisfied
85490,85490,79132,Male,Loyal Customer,59,Business travel,Business,356,5,5,3,5,4,4,5,5,5,5,5,5,5,5,22,30.0,satisfied
78308,78308,108955,Female,Loyal Customer,26,Business travel,Business,655,1,1,1,1,4,4,4,4,5,3,5,5,4,4,0,0.0,satisfied
85370,85370,91748,Female,Loyal Customer,24,Business travel,Business,1559,1,1,1,1,4,5,4,4,3,2,5,5,4,4,0,0.0,satisfied
65004,65004,62390,Female,disloyal Customer,37,Business travel,Eco,1204,2,2,2,4,3,2,3,3,3,3,4,2,3,3,0,0.0,neutral or dissatisfied
31464,31464,40171,Female,Loyal Customer,67,Business travel,Eco,463,4,1,5,5,1,5,3,4,4,4,4,4,4,1,0,0.0,satisfied
33557,33557,104423,Male,Loyal Customer,33,Business travel,Business,1628,2,3,3,3,2,2,2,2,1,2,4,3,4,2,3,19.0,neutral or dissatisfied
36124,36124,57181,Female,Loyal Customer,12,Personal Travel,Eco,2227,4,3,4,3,4,4,2,4,3,4,4,2,4,4,17,2.0,neutral or dissatisfied
41871,41871,74492,Male,Loyal Customer,52,Business travel,Eco,1126,3,5,5,5,3,3,3,3,3,1,3,3,2,3,11,14.0,neutral or dissatisfied
15251,15251,122925,Male,Loyal Customer,22,Personal Travel,Business,631,3,5,3,1,2,3,2,2,3,4,4,4,5,2,0,0.0,neutral or dissatisfied
92612,92612,2316,Male,Loyal Customer,35,Personal Travel,Eco,672,2,2,2,2,2,2,2,2,2,3,2,3,1,2,0,6.0,neutral or dissatisfied
11897,11897,28200,Male,Loyal Customer,57,Personal Travel,Eco,834,2,5,2,2,5,2,5,5,5,3,5,3,4,5,0,0.0,neutral or dissatisfied
4104,4104,120509,Male,Loyal Customer,36,Business travel,Eco Plus,366,5,2,2,2,5,5,5,5,1,3,2,3,2,5,0,0.0,satisfied
83249,83249,116684,Male,Loyal Customer,57,Business travel,Business,308,0,0,0,2,3,4,4,5,5,5,5,3,5,5,25,5.0,satisfied
4471,4471,128041,Male,Loyal Customer,57,Personal Travel,Eco,1440,4,4,4,4,2,4,2,2,4,2,3,3,5,2,16,36.0,neutral or dissatisfied
55588,55588,125205,Male,Loyal Customer,43,Business travel,Business,3980,2,3,3,3,5,3,4,2,2,2,2,4,2,1,0,0.0,neutral or dissatisfied
35447,35447,114291,Female,Loyal Customer,19,Personal Travel,Eco,862,3,5,4,3,5,4,5,5,4,2,5,4,5,5,15,0.0,neutral or dissatisfied
19907,19907,65157,Female,Loyal Customer,56,Personal Travel,Eco,190,2,4,2,1,2,4,5,3,3,2,3,5,3,3,0,0.0,neutral or dissatisfied
45631,45631,81054,Female,Loyal Customer,14,Personal Travel,Eco,1399,1,3,1,4,4,1,4,4,3,1,3,1,5,4,8,12.0,neutral or dissatisfied
19149,19149,22681,Female,disloyal Customer,21,Business travel,Business,589,5,4,5,4,3,4,3,3,2,4,1,2,2,3,0,0.0,satisfied
64167,64167,90204,Male,Loyal Customer,66,Personal Travel,Eco,1127,1,4,1,2,4,1,4,4,4,3,5,3,4,4,0,0.0,neutral or dissatisfied
103454,103454,52117,Female,Loyal Customer,49,Business travel,Eco Plus,438,3,5,5,5,1,2,4,3,3,3,3,3,3,2,0,0.0,satisfied
56787,56787,70533,Female,Loyal Customer,37,Personal Travel,Business,1258,3,4,3,2,5,5,4,3,3,3,2,5,3,4,65,90.0,neutral or dissatisfied
59192,59192,24006,Female,Loyal Customer,42,Business travel,Eco,595,3,4,5,4,3,3,4,3,3,3,3,3,3,2,2,3.0,neutral or dissatisfied
70613,70613,108786,Female,Loyal Customer,56,Business travel,Business,406,3,1,1,1,1,3,2,3,3,3,3,1,3,1,12,1.0,neutral or dissatisfied
5447,5447,123455,Male,Loyal Customer,49,Business travel,Business,2077,3,3,3,3,4,5,5,2,2,2,2,5,2,3,1,0.0,satisfied
63097,63097,21614,Female,Loyal Customer,61,Business travel,Business,2949,4,2,2,2,4,4,3,4,4,4,4,1,4,1,33,23.0,neutral or dissatisfied
54271,54271,112318,Male,Loyal Customer,49,Business travel,Business,2433,2,2,2,2,5,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
17786,17786,72374,Male,Loyal Customer,47,Business travel,Business,2582,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0.0,satisfied
74274,74274,118611,Female,Loyal Customer,51,Business travel,Business,647,4,4,4,4,2,5,4,3,3,4,3,3,3,5,0,0.0,satisfied
49544,49544,3871,Male,Loyal Customer,39,Business travel,Business,3092,2,2,2,2,3,4,4,5,5,5,4,4,5,3,0,0.0,satisfied
43955,43955,42737,Female,Loyal Customer,16,Personal Travel,Eco,536,2,4,2,4,2,2,2,2,5,5,4,4,4,2,1,11.0,neutral or dissatisfied
36265,36265,58395,Male,Loyal Customer,43,Business travel,Business,2095,5,5,5,5,3,5,5,5,5,5,5,5,5,4,0,0.0,satisfied
40369,40369,73369,Male,disloyal Customer,57,Business travel,Business,1144,4,4,4,4,1,4,1,1,1,2,3,3,4,1,0,0.0,neutral or dissatisfied
33827,33827,95858,Female,Loyal Customer,33,Business travel,Business,2956,1,1,1,1,5,4,5,4,4,4,4,3,4,5,11,4.0,satisfied
98835,98835,53127,Female,Loyal Customer,46,Personal Travel,Eco,2065,2,4,2,4,3,5,4,3,3,2,3,5,3,3,0,0.0,neutral or dissatisfied
19383,19383,120211,Male,Loyal Customer,53,Business travel,Eco,1430,2,4,4,4,2,2,2,2,2,4,4,3,4,2,23,31.0,neutral or dissatisfied
66817,66817,117255,Female,Loyal Customer,49,Personal Travel,Eco,646,2,4,2,4,2,4,4,5,5,2,5,5,5,5,0,0.0,neutral or dissatisfied
15349,15349,34247,Female,Loyal Customer,27,Business travel,Business,1666,1,1,1,1,3,3,3,3,4,2,3,1,1,3,65,46.0,satisfied
22503,22503,74385,Female,Loyal Customer,53,Business travel,Business,1464,4,4,4,4,5,5,4,5,5,5,5,4,5,4,0,0.0,satisfied
58626,58626,94764,Female,Loyal Customer,51,Business travel,Business,1812,1,5,5,5,1,2,2,3,3,3,1,3,3,1,0,0.0,neutral or dissatisfied
101235,101235,53227,Female,Loyal Customer,7,Personal Travel,Eco,612,3,2,3,2,1,3,1,1,4,1,3,1,2,1,10,7.0,neutral or dissatisfied
57111,57111,125012,Female,Loyal Customer,35,Personal Travel,Eco,184,2,3,2,3,4,2,3,4,4,3,4,3,4,4,0,0.0,neutral or dissatisfied
88798,88798,122644,Female,disloyal Customer,34,Business travel,Business,361,2,2,2,3,5,2,2,5,5,5,4,4,5,5,7,5.0,neutral or dissatisfied
14127,14127,91566,Female,Loyal Customer,23,Personal Travel,Eco Plus,680,3,5,3,1,3,3,3,3,5,3,5,3,4,3,0,0.0,neutral or dissatisfied
33470,33470,86926,Male,Loyal Customer,68,Personal Travel,Eco,352,2,4,5,2,3,5,3,3,5,3,4,5,4,3,42,,neutral or dissatisfied
55660,55660,52000,Female,Loyal Customer,29,Business travel,Business,3736,2,3,5,3,2,2,2,2,1,2,3,4,4,2,0,8.0,neutral or dissatisfied
37455,37455,6757,Male,Loyal Customer,60,Business travel,Business,2423,3,3,3,3,2,5,5,5,5,5,5,5,5,4,32,26.0,satisfied
83700,83700,93119,Male,Loyal Customer,40,Personal Travel,Business,1066,3,5,3,1,3,4,5,3,3,3,3,3,3,5,0,0.0,neutral or dissatisfied
84586,84586,23789,Male,Loyal Customer,48,Business travel,Eco,374,4,3,3,3,4,4,4,4,3,1,3,2,2,4,0,0.0,satisfied
80308,80308,71228,Female,Loyal Customer,43,Business travel,Business,2261,3,2,2,2,3,3,3,3,3,3,3,2,3,2,27,23.0,neutral or dissatisfied
26708,26708,32827,Male,Loyal Customer,37,Business travel,Eco,102,5,1,1,1,5,5,5,5,3,3,1,1,2,5,0,0.0,satisfied
73136,73136,86632,Male,Loyal Customer,25,Business travel,Business,1818,5,5,5,5,4,4,4,4,4,3,5,3,4,4,5,0.0,satisfied
59690,59690,115997,Male,Loyal Customer,24,Personal Travel,Eco,342,4,5,4,1,3,4,3,3,2,1,4,5,3,3,37,30.0,satisfied
94154,94154,117424,Female,Loyal Customer,62,Business travel,Business,1460,3,3,4,3,1,3,3,3,3,3,3,4,3,1,43,25.0,neutral or dissatisfied
102976,102976,125473,Male,Loyal Customer,70,Personal Travel,Eco,2860,2,4,2,1,5,2,5,5,4,3,4,3,5,5,0,0.0,neutral or dissatisfied
38993,38993,99676,Male,Loyal Customer,54,Business travel,Business,3624,5,5,5,5,2,5,5,4,4,4,4,3,4,5,18,7.0,satisfied
40919,40919,110772,Female,Loyal Customer,25,Business travel,Business,1166,4,2,4,4,5,5,5,5,4,4,5,4,4,5,60,121.0,satisfied
66681,66681,46241,Male,disloyal Customer,45,Business travel,Eco,524,2,3,2,2,3,2,3,3,4,1,2,3,3,3,31,25.0,neutral or dissatisfied
43949,43949,106369,Female,Loyal Customer,24,Business travel,Business,1624,3,1,1,1,3,3,3,3,3,2,3,3,3,3,0,0.0,neutral or dissatisfied
97014,97014,35960,Female,Loyal Customer,45,Business travel,Eco,231,2,1,3,1,5,5,1,3,3,2,3,5,3,5,0,0.0,satisfied
44952,44952,27370,Female,Loyal Customer,53,Business travel,Eco,954,4,2,2,2,5,2,3,3,3,4,3,2,3,5,0,0.0,satisfied
32182,32182,88419,Male,disloyal Customer,10,Business travel,Eco,594,1,2,1,3,5,1,5,5,2,5,4,2,3,5,21,12.0,neutral or dissatisfied
101240,101240,107848,Female,Loyal Customer,56,Personal Travel,Eco Plus,349,2,4,2,3,3,3,1,4,4,2,4,3,4,4,5,0.0,neutral or dissatisfied
74234,74234,55421,Male,Loyal Customer,51,Business travel,Business,2521,5,5,5,5,4,4,4,5,3,3,5,4,4,4,14,116.0,satisfied
23208,23208,56945,Female,Loyal Customer,43,Business travel,Business,2565,2,3,3,3,1,2,2,2,2,4,3,2,3,2,2,16.0,neutral or dissatisfied
10376,10376,34178,Male,Loyal Customer,59,Business travel,Eco,779,5,1,2,1,5,5,5,5,2,3,1,2,1,5,0,10.0,satisfied
42833,42833,100618,Male,Loyal Customer,31,Business travel,Business,3094,4,4,4,4,4,4,4,4,4,3,4,1,4,4,0,0.0,neutral or dissatisfied
24613,24613,126507,Male,Loyal Customer,46,Business travel,Business,1972,1,1,1,1,5,4,4,4,4,4,4,4,4,3,0,6.0,satisfied
