OverallQual,GrLivArea,GarageArea,FireplaceQu,BsmtFinType2,TotalBsmtSF,GarageQual,LandSlope,TotRmsAbvGrd,2ndFlrSF,BsmtFinSF1,ExterQual,1stFlrSF,BsmtQual,YearRemodAdd,KitchenQual,GarageCond,YearBuilt,SaleType,LotFrontage,GarageYrBlt,YearRemodAdd_age_in_years,LotArea,BsmtFullBath,CentralAir,GarageCars,KitchenAbvGr,FullBath,Fireplaces,BsmtFinSF2,HeatingQC,MSSubClass,WoodDeckSF,OpenPorchSF,OverallCond,SaleCondition,FireplaceQu_Missing_Flag,BedroomAbvGr,MoSold,ScreenPorch,LowQualFinSF,HalfBath,BsmtUnfSF,EnclosedPorch,YrSold,MiscVal,YrSold_age_in_years,3SsnPorch,SalePrice
6,1456,390,2,5,728,4,0,8,728,0,2,728,2,2006,2,4,2005,6,65.0,2005.0,16,8461,0,1,2,1,2,1,0,0,60,0,24,5,5,0,3,7,0,0,1,728,0,2006,0,16,0,163990
6,988,540,4,5,938,4,2,4,0,938,3,988,3,1969,3,4,1969,8,20.0,1969.0,53,21453,1,1,2,1,1,2,0,0,80,0,130,5,4,0,1,10,0,0,0,0,0,2006,0,16,130,180000
4,1123,264,-1,5,732,4,0,4,351,0,3,772,3,1950,3,4,1939,8,50.0,1979.0,72,6060,0,1,1,1,1,0,0,2,50,0,0,5,4,1,3,6,0,0,0,732,140,2007,0,15,0,100000
6,1080,288,-1,5,1080,4,0,5,0,570,3,1080,3,1958,3,4,1958,8,75.0,1958.0,64,9464,0,1,1,1,1,0,0,2,20,0,0,7,4,1,3,6,130,0,0,510,0,2008,0,14,0,136000
6,1199,530,-1,5,1199,4,0,5,0,300,2,1199,2,1993,2,4,1993,8,55.0,1993.0,29,7892,0,1,2,1,2,0,0,0,120,0,63,5,4,1,2,3,0,0,0,899,0,2008,0,14,0,153900
6,1586,435,4,5,1362,4,0,7,0,0,3,1586,2,1998,3,4,1979,8,48.0,1979.0,24,17043,0,1,2,1,2,1,0,4,20,192,0,5,4,0,3,1,0,0,0,1362,0,2009,0,13,0,181000
6,754,0,-1,5,520,-1,0,5,0,490,3,520,3,1982,3,-1,1935,8,60.0,1899.0,40,6780,1,0,0,1,1,0,0,2,190,53,0,8,4,1,2,6,0,234,0,30,0,2006,0,16,0,84500
6,958,440,4,5,1078,4,0,5,0,120,3,958,2,1976,3,4,1976,8,20.0,1977.0,46,4928,0,1,2,1,2,1,0,4,120,0,205,5,4,0,2,2,0,0,0,958,0,2007,0,15,0,128000
5,840,0,4,5,672,-1,0,5,0,116,3,840,3,1950,3,-1,1930,8,55.0,1899.0,72,4388,0,1,0,1,1,1,0,0,45,0,0,7,4,0,3,6,0,0,0,556,0,2007,0,15,0,87000
6,1348,453,1,5,660,4,0,6,688,512,3,660,3,1966,3,4,1966,8,69.0,1966.0,56,7590,0,1,2,1,1,1,0,4,60,188,108,5,4,0,3,7,0,0,1,148,0,2006,0,16,0,155000
5,1053,750,-1,1,1008,4,0,6,0,567,3,1053,3,1991,0,4,1958,8,69.0,1998.0,31,8973,0,1,2,1,1,0,28,4,20,0,80,7,0,1,3,7,0,0,1,413,0,2006,0,16,180,150000
7,2157,487,2,5,924,4,0,8,941,445,3,1216,3,1966,2,4,1966,8,88.0,1966.0,56,14200,0,1,2,1,2,2,0,0,60,105,66,6,4,0,4,5,0,0,1,479,0,2006,0,16,0,226000
6,2054,390,4,5,992,4,0,7,1032,695,2,1022,2,2000,2,4,2000,8,20.0,2000.0,22,12224,1,1,2,1,2,1,0,0,60,24,48,5,4,0,3,7,0,0,1,297,0,2009,0,13,0,244000
5,1327,624,-1,5,1063,4,0,7,0,405,3,1327,3,2002,2,4,1959,8,75.0,1974.0,20,7388,1,1,2,1,1,0,0,2,20,0,0,6,4,1,3,7,0,0,0,658,0,2007,0,15,0,150750
8,1296,471,-1,5,1267,4,0,6,0,1005,2,1296,0,2002,2,4,2001,8,20.0,2001.0,20,6853,1,1,2,1,2,0,0,0,20,192,25,5,4,1,2,6,0,0,0,262,0,2009,0,13,0,220000
5,1721,440,4,5,1461,4,0,7,0,570,3,1721,3,1993,3,4,1968,8,78.0,1968.0,29,10335,0,1,2,1,2,1,0,2,20,0,96,6,4,0,3,7,0,0,1,891,180,2006,0,16,0,180000
7,1682,530,2,5,1304,4,0,7,0,0,3,1682,3,1970,3,4,1970,8,80.0,1970.0,52,10400,0,1,2,1,2,1,0,2,20,98,0,6,4,0,3,5,0,0,0,1304,0,2008,0,14,0,174000
5,1214,318,1,5,1214,4,0,5,0,695,3,1214,3,1967,3,4,1967,8,20.0,1967.0,55,10355,0,1,1,1,2,1,0,4,20,0,111,5,4,0,3,7,0,0,0,519,0,2007,0,15,0,143000
7,1959,766,-1,5,1907,4,0,9,0,0,3,1959,3,1989,3,4,1988,8,82.0,1989.0,33,11070,0,1,3,2,3,0,0,2,90,0,0,5,3,1,5,7,0,0,0,1907,0,2006,0,16,0,171000
8,1852,660,4,5,1004,4,0,7,848,668,2,1004,2,2000,2,4,1999,8,73.0,1999.0,22,9066,0,1,3,1,2,2,0,0,60,224,106,5,4,0,3,12,0,0,1,336,0,2008,0,14,0,230000
6,1764,470,-1,5,928,4,0,7,836,821,3,928,2,1997,2,4,1997,8,65.0,1997.0,25,15426,1,1,2,1,2,0,0,0,60,276,99,5,4,1,3,8,0,0,1,107,0,2009,0,13,0,231500
4,864,0,3,5,864,-1,0,5,0,432,3,864,3,1971,3,-1,1971,4,70.0,1899.0,51,10500,0,1,0,1,1,1,0,4,20,0,0,5,4,0,3,4,0,0,0,432,0,2010,0,12,0,115000
7,1734,660,-1,5,1734,4,0,7,0,1300,2,1734,2,2005,2,4,2005,8,78.0,2005.0,17,11645,1,1,2,1,2,0,0,0,20,160,24,5,4,1,3,1,0,0,0,434,0,2006,0,16,0,260000
5,1385,720,-1,5,910,4,0,6,475,507,3,910,3,1952,3,4,1952,8,71.0,2000.0,70,8520,0,1,2,1,2,0,0,1,50,0,0,4,4,1,4,6,0,0,0,403,0,2010,0,12,0,166000
7,1501,577,-1,5,1490,4,0,6,0,679,2,1501,2,1999,2,4,1999,8,78.0,1999.0,23,10335,1,1,2,1,2,0,0,0,20,144,29,5,4,1,3,6,0,0,0,811,0,2009,0,13,0,204000
5,1728,504,-1,5,1728,4,0,10,0,1332,3,1728,3,1963,3,4,1963,4,70.0,1963.0,59,9100,1,1,2,2,2,0,0,4,90,0,0,5,0,1,6,11,0,0,0,396,0,2006,0,16,0,125000
6,1709,380,-1,5,970,4,0,7,739,0,2,970,2,2006,2,4,2004,8,24.0,2004.0,16,2522,0,1,2,1,2,0,0,0,160,0,40,5,4,1,3,4,0,0,0,970,0,2006,0,16,0,130000
5,875,180,-1,5,715,1,0,5,0,209,3,875,3,1993,3,4,1931,8,51.0,1931.0,29,6120,1,1,1,1,1,0,0,4,30,48,0,7,4,1,2,11,0,0,0,506,0,2009,0,13,0,105000
7,2035,434,2,5,884,4,0,8,1151,0,2,884,2,2001,2,4,2001,8,20.0,2001.0,21,9505,0,1,2,1,2,1,0,0,60,144,48,5,4,0,3,5,0,0,1,884,0,2010,0,12,0,222500
7,1080,0,-1,5,1080,-1,0,6,0,680,3,1080,2,2005,2,-1,2004,8,63.0,1899.0,17,7500,1,1,0,1,1,0,0,0,20,0,0,5,4,1,3,4,0,0,0,400,0,2008,0,14,0,141000
5,1344,240,-1,5,896,1,0,7,448,0,3,896,2,1950,3,4,1936,8,20.0,1936.0,72,6240,0,1,1,1,1,0,0,2,50,200,114,4,4,1,3,4,0,0,0,896,0,2006,0,16,0,115000
5,969,440,-1,5,969,4,0,5,0,716,3,969,3,1975,3,4,1975,8,120.0,1975.0,47,10356,0,1,2,1,1,0,0,4,20,0,0,6,4,1,3,1,0,0,1,253,0,2007,0,15,0,122000
8,1710,866,2,5,1710,4,0,6,0,1400,2,1710,0,2008,2,4,2007,6,107.0,2007.0,14,13891,1,1,3,1,2,1,0,0,20,0,102,5,5,0,2,1,0,0,0,310,0,2008,0,14,0,372402
6,1993,495,2,5,825,4,0,8,896,416,3,1097,3,1971,3,4,1971,8,20.0,1971.0,51,14803,0,1,2,1,2,1,0,2,60,0,66,5,4,0,4,6,0,0,1,409,0,2006,0,16,0,190000
6,1252,564,2,0,1602,4,0,4,0,429,3,1252,2,1975,3,4,1960,8,20.0,1960.0,47,13500,1,1,2,1,1,1,1080,2,20,409,0,7,4,0,1,3,0,0,0,93,0,2008,0,14,0,235000
6,1200,312,-1,5,1200,1,0,7,0,0,3,1200,3,1950,3,1,1923,8,84.0,1923.0,72,11340,0,1,1,1,1,0,0,4,30,0,0,5,3,1,4,3,0,0,0,1200,228,2006,0,16,0,125000
6,1096,0,-1,5,572,-1,0,5,524,0,3,572,3,1950,3,-1,1924,8,60.0,1899.0,72,9600,0,0,0,1,1,0,0,1,50,0,8,5,4,1,2,4,0,0,0,572,128,2008,0,14,0,79000
5,1040,625,-1,-1,0,4,0,5,0,0,3,1040,-1,1950,3,4,1950,8,60.0,1950.0,72,7200,0,1,2,1,1,0,0,4,20,0,0,7,4,1,2,6,0,0,0,0,0,2006,0,16,0,109500
8,1968,680,2,5,774,4,0,8,1194,0,2,774,0,2010,0,4,2009,6,92.0,2009.0,12,12003,0,1,3,1,2,1,0,0,60,0,75,5,5,0,4,5,0,0,1,774,0,2010,0,12,0,269500
7,1947,678,2,5,991,4,0,8,956,222,2,991,2,2005,2,4,2004,8,100.0,2004.0,17,12552,0,1,2,1,2,1,0,0,60,0,136,5,4,0,3,5,0,0,1,769,0,2010,0,12,0,254900
7,2462,576,2,5,1392,4,0,9,1070,57,2,1392,2,2006,2,4,2005,6,134.0,2006.0,16,19378,1,1,2,1,2,1,0,0,60,239,132,5,5,0,4,3,0,0,1,1335,0,2006,0,16,168,320000
6,1232,516,-1,5,1232,4,0,6,0,660,3,1232,2,1984,3,4,1984,8,20.0,1984.0,38,11120,0,1,2,1,2,0,0,4,20,0,0,6,4,1,3,6,0,0,0,572,0,2008,0,14,0,162500
9,2668,726,2,5,1572,4,0,10,1096,1016,2,1572,0,2004,0,4,2003,8,110.0,2003.0,18,13688,1,1,3,1,2,2,0,0,60,400,0,5,4,0,3,3,0,0,1,556,0,2008,0,14,0,412500
7,1541,532,2,5,1541,4,0,7,0,1201,2,1541,2,2005,2,4,2005,6,95.0,2005.0,17,12182,0,1,2,1,2,1,0,0,20,0,70,5,5,0,3,5,0,0,0,340,0,2010,0,12,0,220000
4,882,0,-1,5,882,-1,0,4,0,0,3,882,3,1956,3,-1,1956,8,55.0,1899.0,66,5500,0,1,0,1,1,0,0,0,45,0,0,6,4,1,1,4,0,0,0,882,0,2007,0,15,0,103200
6,1616,216,-1,5,1149,4,0,5,467,370,3,1149,3,2004,2,4,1926,8,40.0,1926.0,18,5400,0,1,1,1,2,0,0,2,40,0,0,7,4,1,3,10,0,0,0,779,183,2007,0,15,0,152000
5,1355,0,-1,4,644,-1,0,6,547,351,3,808,3,1999,3,-1,1940,8,62.0,1899.0,23,10106,1,1,0,2,2,0,181,2,190,140,0,7,4,1,4,9,0,0,0,112,0,2008,0,14,0,127500
5,1867,303,2,1,1617,4,0,7,0,379,2,1867,3,1993,3,4,1955,0,20.0,1955.0,29,10708,1,1,1,1,1,3,768,0,20,476,0,5,4,0,2,11,142,0,0,470,0,2009,0,13,0,190000
8,2161,789,2,5,1582,4,0,8,551,1288,2,1610,0,2007,0,4,2007,6,86.0,2007.0,15,10562,1,1,3,1,1,1,0,0,60,178,120,5,5,0,3,11,0,0,1,294,0,2007,0,15,0,325624
7,1720,440,2,5,840,4,0,7,880,0,2,840,2,2004,2,4,2004,8,62.0,2004.0,18,8244,0,1,2,1,2,1,0,0,60,100,48,5,4,0,3,5,0,0,1,840,0,2007,0,15,0,183500
8,1707,511,4,5,1686,4,0,6,0,0,2,1707,2,1981,3,4,1981,8,20.0,1981.0,41,16669,0,1,2,1,2,1,0,4,20,574,64,6,4,0,2,1,0,0,1,1686,0,2006,0,16,0,228000
5,1382,660,-1,5,720,4,0,7,0,360,3,854,3,1950,3,4,1941,8,20.0,1991.0,72,12358,0,1,2,1,1,0,0,4,50,237,0,6,4,1,2,5,0,528,1,360,0,2007,0,15,0,128500
6,1656,528,2,5,1080,4,0,7,0,639,3,1656,3,1960,3,4,1960,8,141.0,1960.0,62,31770,1,1,2,1,1,2,0,1,20,210,62,5,4,0,3,5,0,0,0,441,0,2010,0,12,0,215000
7,1767,504,4,4,1064,2,0,5,703,495,2,1064,2,1987,2,4,1987,8,44.0,1987.0,35,5306,1,1,2,1,2,1,215,2,160,441,35,7,4,0,2,6,0,0,0,354,0,2006,0,16,0,239000
6,1362,504,4,4,1362,4,0,6,0,288,3,1362,3,1961,3,4,1961,0,80.0,1961.0,61,10197,1,1,2,1,1,1,374,4,20,0,20,5,4,0,3,6,0,0,1,700,0,2008,0,14,0,163000
6,1651,616,4,3,1606,4,0,7,0,1398,3,1651,2,1986,3,4,1986,8,47.0,1986.0,36,12416,1,1,2,1,2,1,208,4,20,192,0,5,4,0,3,11,0,0,0,0,0,2008,0,14,0,184000
6,2158,576,2,5,1202,4,0,7,0,477,3,2158,3,2001,2,4,1950,8,84.0,1950.0,21,12615,1,1,2,1,2,1,0,4,20,0,29,7,4,0,4,6,0,0,0,725,39,2007,0,15,0,243000
6,2060,521,4,5,1151,4,0,8,896,831,2,1164,2,1989,3,4,1988,8,97.0,1988.0,33,10029,0,1,2,1,2,1,0,4,60,0,228,5,4,0,4,9,192,0,1,320,0,2007,0,15,0,211000
5,1920,451,2,1,1052,4,0,8,668,57,2,1252,3,1958,2,4,1958,8,20.0,1958.0,64,13650,1,1,2,1,2,1,441,0,50,0,0,5,4,0,4,7,0,0,0,554,0,2006,0,16,0,172500
9,2234,1166,2,5,2216,4,0,9,0,1904,0,2234,0,2009,0,4,2008,6,63.0,2009.0,13,17423,1,1,3,1,2,1,0,0,20,0,60,5,5,0,1,7,0,0,0,312,0,2009,0,13,0,501837
5,968,480,-1,5,968,1,0,5,0,0,2,968,3,2006,3,4,1923,8,60.0,1935.0,16,8520,0,1,2,1,1,0,0,4,30,0,0,6,4,1,2,7,0,0,0,968,184,2007,0,15,0,100000
6,1525,440,4,5,756,4,0,5,756,436,2,769,2,2000,2,4,2000,8,20.0,2000.0,22,2117,0,1,2,1,2,1,0,0,160,0,0,5,4,0,3,6,0,0,1,320,0,2007,0,15,0,177000
7,1802,216,2,5,793,1,0,9,901,352,3,901,1,1950,3,4,1920,8,54.0,1920.0,72,7588,0,1,1,1,1,1,0,2,70,0,0,6,4,0,4,7,0,0,1,441,40,2006,0,16,0,200100
5,1340,252,2,-1,0,4,0,7,0,0,3,1340,-1,2006,3,4,1957,8,60.0,1957.0,16,9060,0,1,1,1,1,1,0,0,20,116,0,6,4,0,3,6,0,0,0,0,0,2007,0,15,180,120000
7,2082,484,-1,5,1362,4,0,6,720,0,3,1362,2,2003,2,4,2003,8,63.0,2003.0,19,11426,0,1,2,1,2,0,0,0,50,280,238,5,4,1,3,6,0,0,1,1362,0,2008,0,14,0,200000
5,1252,576,-1,5,504,4,0,5,316,0,3,936,1,1991,3,4,1908,8,92.0,1986.0,31,7438,0,1,2,1,1,0,0,2,50,104,0,8,4,1,3,6,0,0,0,504,0,2006,0,16,0,127000
10,3608,840,4,5,1107,0,0,12,1518,0,2,1518,3,1993,0,4,1892,8,90.0,1993.0,29,22950,0,1,3,1,2,2,0,0,75,0,260,9,4,0,4,6,410,572,1,1107,0,2006,0,16,0,475000
7,1217,497,-1,5,1188,4,0,6,0,611,3,1217,2,1991,2,4,1990,8,20.0,1990.0,31,9947,1,1,2,1,2,0,0,0,80,168,27,5,4,1,3,6,0,0,0,577,0,2009,0,13,0,173000
5,1656,180,-1,5,660,1,0,8,704,0,3,808,1,1987,3,1,1916,8,60.0,1916.0,35,10410,0,1,1,1,2,0,0,0,50,0,0,7,4,1,3,8,0,144,1,660,0,2009,0,13,140,135000
5,1224,528,4,5,1086,4,0,6,0,1086,3,1224,2,1979,3,4,1979,8,64.0,1979.0,43,7018,2,1,2,2,0,2,0,4,90,120,0,5,2,0,2,6,0,0,2,0,0,2009,0,13,0,153337
8,1593,682,2,5,1593,4,0,5,0,1153,2,1593,0,2002,0,4,2001,8,41.0,2001.0,20,4923,1,1,2,1,1,1,0,0,120,0,120,5,4,0,0,8,224,0,1,440,0,2008,0,14,0,286000
8,2727,440,4,5,853,4,1,10,1178,297,2,1549,2,1994,2,4,1932,8,70.0,1932.0,28,10570,0,1,2,1,2,2,0,4,70,0,74,8,4,0,3,12,0,0,1,556,0,2007,0,15,0,315000
7,1479,484,-1,5,725,4,0,7,754,626,3,725,3,2004,2,4,1972,8,20.0,1972.0,18,7472,1,1,2,1,1,0,0,2,60,0,32,9,4,1,4,6,0,0,1,99,0,2007,0,15,0,184000
7,1431,666,-1,5,1431,4,0,6,0,560,2,1431,2,1999,2,4,1999,8,68.0,1999.0,23,9017,1,1,2,1,2,0,0,0,20,0,35,5,4,1,3,9,0,0,0,871,0,2009,0,13,0,192000
7,1709,380,-1,5,970,4,0,7,739,0,2,970,2,2004,2,4,2004,8,24.0,2004.0,18,2522,0,1,2,1,2,0,0,0,160,0,40,5,4,1,3,5,0,0,0,970,0,2006,0,16,0,130000
5,864,352,-1,5,864,4,0,5,0,390,3,864,3,1972,3,4,1972,8,60.0,1989.0,50,7180,0,1,1,1,1,0,0,4,20,0,0,7,4,1,3,5,0,0,0,474,0,2008,0,14,0,127000
6,1456,440,4,5,855,4,0,7,601,566,3,855,2,1976,3,4,1976,8,24.0,1976.0,46,2280,0,1,2,1,2,1,0,4,160,87,0,6,4,0,3,7,0,0,1,289,0,2009,0,13,0,148500
7,1726,786,2,5,1726,4,0,8,0,1126,0,1726,0,2007,0,4,2007,6,79.0,2007.0,15,9416,1,1,3,1,2,1,0,0,20,171,138,5,5,0,3,9,266,0,0,600,0,2007,0,15,0,311872
8,3112,795,0,3,1360,4,0,8,1360,1036,2,1360,3,1990,2,4,1918,8,174.0,1918.0,32,25419,1,1,2,1,2,1,184,2,75,0,16,4,0,0,4,3,0,392,0,140,552,2006,0,16,0,235000
6,2229,0,-1,5,755,-1,0,8,929,0,3,929,3,1950,3,-1,1912,8,92.0,1899.0,72,5520,0,1,0,1,1,0,0,0,75,0,198,6,0,1,5,7,0,371,0,755,30,2009,0,13,0,104000
8,1713,856,2,5,1713,4,0,7,0,1088,2,1713,0,2005,0,4,2004,8,76.0,2004.0,17,9591,1,1,3,1,2,1,0,0,20,0,26,5,4,0,3,1,170,0,0,625,0,2009,0,13,0,274900
4,1121,440,-1,5,1121,4,0,5,0,0,3,1121,2,2004,3,4,2003,8,80.0,2003.0,18,8546,0,1,2,1,2,0,0,0,20,132,64,5,4,1,2,3,0,0,0,1121,0,2010,0,12,0,140000
6,1279,473,1,3,1196,4,0,6,0,641,3,1279,3,1977,3,4,1977,8,75.0,1980.0,45,10125,0,1,2,1,2,2,279,4,20,238,83,6,4,0,3,2,0,0,0,276,0,2008,0,14,0,171500
6,1310,398,-1,5,617,4,0,6,445,617,3,865,1,1950,3,4,1924,0,50.0,1924.0,72,7000,0,1,1,1,2,0,0,2,50,0,0,6,4,1,2,5,0,0,0,0,126,2006,0,16,0,112000
6,848,420,2,5,848,4,0,3,0,662,2,848,2,2004,2,4,2004,8,20.0,2004.0,18,4438,1,1,2,1,1,1,0,0,120,149,0,5,4,0,1,1,0,0,0,186,0,2008,0,14,0,149000
5,1284,240,-1,5,720,4,0,5,564,312,3,720,3,1950,3,4,1947,8,50.0,1948.0,72,3500,0,1,1,1,1,0,0,4,50,0,35,7,4,1,2,4,0,0,1,408,0,2009,0,13,0,110000
7,1442,500,-1,5,1424,4,0,5,0,0,3,1442,2,1990,3,4,1990,8,99.0,1990.0,32,11851,0,1,2,1,2,0,0,0,20,0,34,5,4,1,3,5,0,0,0,1424,0,2009,0,13,508,180500
5,1696,349,4,5,1140,4,0,8,0,0,3,1696,3,1962,3,4,1962,8,40.0,1962.0,60,13673,0,1,1,1,1,1,0,4,20,0,30,5,4,0,3,3,0,0,1,1140,0,2007,0,15,0,143900
4,1100,312,3,4,1100,4,0,6,0,419,3,1100,3,1960,3,4,1960,8,20.0,1960.0,62,12493,1,1,1,1,1,1,306,4,20,355,0,5,4,0,3,4,0,0,0,375,0,2008,0,14,0,141000
7,2062,454,2,5,1157,4,1,7,882,1065,2,1180,2,1989,3,4,1988,8,20.0,1988.0,33,14364,1,1,2,1,2,1,0,0,60,60,55,5,4,0,3,4,154,0,1,92,0,2007,0,15,0,277000
6,1092,504,-1,5,1092,4,0,6,0,787,3,1092,2,1964,3,2,1964,8,75.0,1964.0,58,8250,1,1,2,1,1,0,0,0,20,0,0,7,4,1,3,7,0,0,0,305,0,2008,0,14,0,145000
5,864,0,-1,5,864,-1,0,5,0,468,3,864,3,1950,3,-1,1925,8,67.0,1899.0,72,5604,1,0,0,1,1,0,0,4,30,0,0,6,4,1,2,4,0,0,0,396,96,2008,0,14,0,98000
6,1212,460,-1,5,1212,4,0,6,0,36,3,1212,2,2009,2,4,2009,8,83.0,2009.0,13,10420,0,1,2,1,2,0,0,0,20,100,22,5,4,1,3,3,0,0,0,1176,0,2010,0,12,0,186000
7,1852,644,4,5,900,4,0,7,920,822,3,932,2,2009,2,4,2009,6,72.0,2009.0,13,8640,1,1,2,1,2,1,0,0,60,168,108,5,5,0,3,7,0,0,1,78,0,2009,0,13,0,252678
5,990,576,-1,5,990,4,0,5,0,716,3,990,2,1995,3,4,1995,8,43.0,1996.0,27,13568,0,1,2,1,1,0,0,0,20,224,0,5,4,1,3,7,0,0,0,274,0,2006,0,16,0,156000
6,1392,299,-1,5,689,4,0,6,703,378,3,689,2,1977,3,4,1977,8,20.0,1977.0,45,10900,0,1,1,1,1,0,0,0,60,0,36,7,4,1,3,3,0,0,1,311,0,2010,450,12,0,161750
5,1236,447,1,5,1070,4,0,6,0,360,3,1236,3,1996,2,4,1957,8,72.0,1957.0,26,10011,0,1,1,1,1,1,0,4,20,0,0,6,4,0,2,5,0,0,0,710,0,2006,0,16,0,134450
7,1436,484,-1,5,1436,4,0,8,0,946,2,1436,2,2004,2,4,2004,8,65.0,2004.0,18,8450,1,1,2,1,2,0,0,0,20,139,98,5,4,1,3,4,0,0,0,490,0,2008,0,14,0,210000
4,1328,210,-1,5,686,4,0,8,518,0,3,810,3,1950,3,4,1925,8,57.0,1940.0,72,9906,0,0,1,1,1,0,0,1,70,0,172,4,3,1,3,9,0,0,0,686,60,2006,0,16,0,107000
7,1954,431,4,5,798,4,0,8,817,341,2,1137,3,2006,2,4,1939,8,20.0,1939.0,16,15660,0,1,2,1,1,2,0,0,50,0,119,9,4,0,3,5,0,0,1,457,150,2008,0,14,0,311500
7,1248,438,-1,5,1248,4,0,5,0,16,2,1248,2,2006,2,4,2005,6,43.0,2005.0,16,3010,0,1,2,1,2,0,0,0,120,108,0,5,5,1,2,3,0,0,0,1232,0,2006,0,16,0,167240
7,1498,675,-1,5,1498,4,0,5,0,0,2,1498,2,2006,2,4,2006,6,73.0,2006.0,16,8990,0,1,2,1,2,0,0,0,20,351,33,5,5,1,2,4,0,0,0,1498,0,2006,0,16,0,204900
6,2267,390,4,5,1010,4,0,8,1257,0,2,1010,2,2002,2,4,2002,4,20.0,2002.0,20,8068,0,1,2,1,2,1,0,0,60,120,46,5,4,0,4,12,0,0,1,1010,0,2009,0,13,0,200000
6,1552,434,4,5,713,4,0,6,741,550,3,811,2,1975,3,4,1975,8,85.0,1975.0,47,11475,1,1,2,1,2,1,0,4,60,209,208,6,4,0,3,2,0,0,1,163,0,2006,0,16,0,179900
4,864,576,-1,3,864,4,0,4,0,524,3,864,3,1971,3,4,1971,8,70.0,1989.0,51,10500,0,1,2,1,1,0,180,2,20,216,0,6,0,1,2,3,0,0,0,160,0,2009,0,13,0,97000
10,2392,968,0,5,2392,4,0,8,0,56,0,2392,0,2003,0,4,2003,8,103.0,2003.0,19,13472,0,1,3,1,2,1,0,0,20,248,105,5,4,0,3,6,0,0,0,2336,0,2009,0,13,0,386250
5,1302,280,-1,5,630,4,0,6,672,0,3,630,3,1971,3,4,1971,0,21.0,1991.0,51,1680,0,1,1,1,2,0,0,4,160,0,0,5,0,1,3,5,0,0,1,630,0,2009,0,13,0,112000
7,2520,721,4,5,1203,4,0,9,1306,565,2,1214,2,1995,2,4,1995,8,82.0,1995.0,27,9950,0,1,3,1,2,1,0,0,60,224,114,5,0,0,4,6,0,0,1,638,0,2007,0,15,0,290000
6,987,280,-1,5,483,4,0,5,504,321,3,483,3,1970,3,4,1970,8,21.0,1987.0,52,1869,0,1,1,1,1,0,0,4,160,0,0,6,4,1,2,9,0,0,1,162,0,2008,0,14,0,106000
5,912,336,1,5,912,4,0,5,0,842,3,912,3,1967,3,4,1967,8,70.0,1974.0,55,8521,0,1,1,1,1,1,0,4,20,0,0,5,4,0,3,5,0,0,0,70,0,2010,0,12,0,125000
7,1555,430,4,5,1373,4,0,7,0,16,2,1555,2,2006,2,4,2005,8,43.0,2005.0,16,3182,0,1,2,1,2,1,0,0,120,143,20,5,4,0,2,5,0,0,0,1357,0,2009,0,13,0,192500
6,1194,312,-1,5,1194,4,0,6,0,0,3,1194,3,1959,3,4,1959,8,73.0,1959.0,63,8760,1,1,1,1,1,0,0,4,20,0,0,6,4,1,3,4,0,0,0,1194,120,2010,0,12,0,148000
8,2794,810,4,5,1462,4,0,9,1304,689,2,1490,2,1996,0,4,1995,8,174.0,1995.0,26,15138,1,1,3,1,2,1,0,0,60,0,146,5,4,0,4,7,0,0,1,773,202,2009,0,13,0,403000
6,987,288,3,5,483,4,0,5,504,0,3,483,3,1972,3,4,1972,8,21.0,1972.0,50,1680,0,1,1,1,1,1,0,4,160,0,0,5,4,0,2,6,0,0,1,483,0,2006,0,16,0,94500
5,894,308,-1,0,894,4,0,5,0,182,3,894,3,1976,3,4,1976,8,75.0,1976.0,46,10650,1,1,1,1,1,0,712,4,20,365,0,6,4,1,3,2,0,0,0,0,0,2010,0,12,0,128200
6,1960,440,4,5,860,4,0,8,1100,625,2,860,2,2002,2,4,2002,8,20.0,2002.0,20,7851,1,1,2,1,2,2,0,0,60,288,48,5,4,0,4,5,0,0,1,235,0,2010,0,12,0,216500
6,987,264,-1,5,483,4,0,5,504,358,3,483,3,1971,3,4,1971,8,21.0,1971.0,51,1680,0,1,1,1,1,0,0,4,160,0,0,3,4,1,2,8,0,0,1,125,0,2008,0,14,0,89500
7,1414,494,-1,5,1414,4,0,6,0,24,2,1414,2,2004,2,4,2004,8,65.0,2004.0,18,8773,0,1,2,1,2,0,0,0,20,132,105,5,4,1,3,5,0,0,0,1390,0,2010,0,12,0,185500
7,1744,457,-1,5,996,4,0,7,730,402,2,1014,2,2003,2,4,1993,8,20.0,1993.0,19,9453,0,1,2,1,2,0,0,0,60,370,70,7,4,1,3,2,0,0,1,594,0,2010,0,12,238,194500
8,1694,818,-1,5,1694,4,0,7,0,0,0,1694,0,2007,2,4,2007,6,93.0,2007.0,15,12030,0,1,3,1,2,0,0,0,20,168,228,5,5,1,3,12,0,0,0,1694,0,2007,0,15,0,318000
6,1487,220,2,5,735,4,0,7,689,94,3,798,3,1950,3,4,1945,8,52.0,1949.0,72,8741,0,1,1,1,1,1,0,4,50,0,140,4,4,0,3,4,0,0,1,641,0,2010,0,12,0,113000
8,1566,750,-1,5,1566,4,0,7,0,1078,2,1566,2,2008,2,4,2008,8,75.0,2008.0,14,9000,1,1,2,1,2,0,0,0,20,144,168,5,4,1,3,4,0,0,0,488,0,2010,0,12,0,262500
